ControlType.Pane | Claude
ControlType.Button | Minimize
ControlType.Button | Restore
ControlType.Button | Close
ControlType.Document | Batumi Summer - Claude
ControlType.Button | Menu
ControlType.Button | Collapse sidebar
ControlType.Button | Search
ControlType.Button | Back
ControlType.Button | Forward
ControlType.Group | Sidebar
ControlType.Hyperlink | Skip to content
ControlType.Thumb | Resize sidebar
ControlType.Group | Mode
ControlType.Button | Chat
ControlType.Button | Cowork
ControlType.Button | Code
ControlType.Button | New chat
ControlType.Button | Projects
ControlType.Button | Artifacts
ControlType.Button | Customize
ControlType.Button | Recents
ControlType.Button | View all
ControlType.Button | Batumi Summer
ControlType.Button | More options for Batumi Summer
ControlType.Button | Semantic Primes
ControlType.Button | More options for Semantic Primes
ControlType.Button | 💬 Can you look up the research o…
ControlType.Button | More options for 💬 Can you look up the research o…
ControlType.Button | Ontic Structural Realism
ControlType.Button | More options for Ontic Structural Realism
ControlType.Button | Организация дневника травмы и эмоциональной поддержки
ControlType.Button | More options for Организация дневника травмы и эмоциональной поддержки
ControlType.Button | Georgia IE residency income threshold
ControlType.Button | More options for Georgia IE residency income threshold
ControlType.Button | Ontic Structural Realism
ControlType.Button | More options for Ontic Structural Realism
ControlType.Button | American grocery options in Saburtalo Tbilisi
ControlType.Button | More options for American grocery options in Saburtalo Tbilisi
ControlType.Button | Летняя погода в Батуми
ControlType.Button | More options for Летняя погода в Батуми
ControlType.Button | Representation & the Part - Whole Dichotomy
ControlType.Button | More options for Representation & the Part - Whole Dichotomy
ControlType.Button | Восстановление аккаунта Бравл Старс без почты
ControlType.Button | More options for Восстановление аккаунта Бравл Старс без почты
ControlType.Button | Письмо психотерапевту Меган
ControlType.Button | More options for Письмо психотерапевту Меган
ControlType.Button | SRT Axioms & Specialization
ControlType.Button | More options for SRT Axioms & Specialization
ControlType.Button | MTONGA
ControlType.Button | More options for MTONGA
ControlType.Button | Marie_Siettle
ControlType.Button | More options for Marie_Siettle
ControlType.Button | Судебный иск о разделе имущества как рычаг давления
ControlType.Button | More options for Судебный иск о разделе имущества как рычаг давления
ControlType.Button | Борьба с тараканами в Тбилиси
ControlType.Button | More options for Борьба с тараканами в Тбилиси
ControlType.Button | Administering cat medications as whole capsules
ControlType.Button | More options for Administering cat medications as whole capsules
ControlType.Button | Airbnb host refund authority and options
ControlType.Button | More options for Airbnb host refund authority and options
ControlType.Button | Illustrator Study
ControlType.Button | More options for Illustrator Study
ControlType.Button | Doug Doug Max
ControlType.Image | Doug
ControlType.Text | Doug
ControlType.Text | Max
ControlType.Button | Get apps and extensions
ControlType.Group | Primary pane
ControlType.Hyperlink | Georgia
ControlType.Text | /
ControlType.Button | Batumi Summer, rename chat
ControlType.Button | More options for Batumi Summer
ControlType.Button | Files
ControlType.Button | Share chat
ControlType.Text | You said: Клод, привет, это Ана.
ControlType.Text | Клод, привет, это Ана. Я хочу поговорить с тобой в этом чате про летние лагеря городского типа (где не нужно жить) в Батуми, где дети (9 и 11 лет) смогут подтянуть английский язык. Городской языковой лагерь или что-то в этом роде
Проверь информацию в интернете и поищи тщательно. опиши мне, пожалуйста, какая сейчас с этим ситуация в Батуми
ControlType.Group | Message actions
ControlType.Text | Jun 9
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Привет, Ана!
ControlType.Button | Разыскал информацию о летних языковых лагерях в Батуми
ControlType.Text | Разыскал информацию о летних языковых лагерях в Батуми
ControlType.Text | Привет, Ана! Сейчас поищу — посмотрю на русском, грузинском и английском, потому что городские лагеря в Батуми часто рекламируются именно в местных группах и в инстаграме, а не на сайтах.
ControlType.Button | Сузил поиск и выявил реальный лагерь Stemlab в Батуми
ControlType.Text | Сузил поиск и выявил реальный лагерь Stemlab в Батуми
ControlType.Text | Большинство этих результатов — про Россию. Поищу прицельно по Батуми, в том числе по-грузински.
ControlType.Button | Сопоставляя варианты лагерей и проверяя доступность дневных программ
ControlType.Text | Сопоставляя варианты лагерей и проверяя доступность дневных программ
ControlType.Text | Stemlab выглядит как настоящий городской лагерь с филиалом в Батуми. Поищу ещё по-грузински и проверю детали.
ControlType.Button | Сопоставляя дневные лагеря и языковые программы Батуми
ControlType.Text | Сопоставляя дневные лагеря и языковые программы Батуми
ControlType.Text | Поищу языковые школы в Батуми, у которых есть летние дневные программы (это ближе к тому, что тебе нужно — городской формат).
ControlType.Button | Уточняя детали и рекомендуя связаться напрямую с организацией
ControlType.Text | Уточняя детали и рекомендуя связаться напрямую с организацией
ControlType.Text | Дай проверю детали по двум самым подходящим — грузино-американская школа Батуми (GASB) и Stemlab.
ControlType.Button | Выявляя несоответствие Stemlab критериям языкового лагеря
ControlType.Text | Выявляя несоответствие Stemlab критериям языкового лагеря
ControlType.Text | Проверю Stemlab — у них именно городской дневной лагерь.
ControlType.Button | Fetched: Летний лагерь Stemlab в Грузии 2026
ControlType.Text | Fetched: Летний лагерь Stemlab в Грузии 2026
ControlType.Text | Ещё один поиск — по русскоязычным городским языковым лагерям в Батуми.
ControlType.Button | Выявил перспективный языковой лагерь в центре Батуми
ControlType.Text | Выявил перспективный языковой лагерь в центре Батуми
ControlType.Text | Нашёлся ещё один очень подходящий — дневной языковой лагерь «Лидер будущего» в центре Батуми. Проверю его.
ControlType.Button | Синтезировал три варианта лагерей, оценил достоверность данных
ControlType.Text | Синтезировал три варианта лагерей, оценил достоверность данных
ControlType.Text | Аня, привет. Посмотрела внимательно — на русском, грузинском и английском. Сразу честно: полноценных «языковых лагерей городского типа» с погружением в английский в Батуми немного, и информация по конкретным сменам лета-2026 на сайтах тонкая (сейчас 9 июня, смены уже стартуют), так что финальные даты, цены и возраст в любом случае нужно подтверждать звонком. Ниже — что реально нашла и проверила.
ControlType.Text |
ControlType.Text | Что подходит лучше всего
ControlType.Text |
ControlType.Text | 1. «Лидер будущего» — дневной лагерь с языковым уклоном
ControlType.Text |
ControlType.Text | Это ближе всего к твоему запросу. Дневной, без проживания, в центре Батуми (ул. Такаишвили 5 — рядом парк «6 мая», зоопарк, дельфинарий, море в 300–400 м). Возраст 7–12 лет — то есть и 9, и 11 подходят, но 11 у верхней границы. День с 8
ControlType.Text | :30
ControlType.Text |  до 18
ControlType.Text | :00
ControlType.Text | , группы по 10 человек, в распорядке есть блок «тренинги / английский язык», плюс спорт, море, экскурсии. Оператор — русскоязычная онлайн-школа SHKOLA (юрлицо Digistudents LTD, Кипр).
ControlType.Text |
ControlType.Text | Важная оговорка: это
ControlType.Text | «языковой уклон», а не полное погружение
ControlType.Text |  — английский идёт как один из блоков, а сам лагерь, судя по всему, ведётся на русском. Цены и даты смен на сайте не указаны — нужно оставить заявку на бесплатную консультацию. Сайт: shkola-onlineschool.com/lider
ControlType.Text |
ControlType.Text | 2. GASB — Грузино-американская школа Батуми
ControlType.Text |
ControlType.Text | Это самый сильный вариант именно по английскому: летняя английская школа с
ControlType.Text | преподавателями из США
ControlType.Text |  (носители). Формат школьный, дневной. Но: я
ControlType.Text | не смогла подтвердить даты, возраст и цены на 2026
ControlType.Text |  — анонс на сайте общий, ссылка на детали не открылась. Надо звонить/писать напрямую: 0422 240002, +995 577 240004,
ControlType.Hyperlink | info@gasb.edu.ge
ControlType.Text | . Сайт: gasb.edu.ge
ControlType.Text |
ControlType.Text | Если приоритет — реальный английский с носителями, я бы начала с них.
ControlType.Text |
ControlType.Text | Городской дневной лагерь, но НЕ языковой
ControlType.Text |
ControlType.Text | 3. Stemlab (Батуми)
ControlType.Text |  — городской дневной лагерь, дети 6–12, ул. Мазниашвили 18, тел. +995 557 936 206. Формат удобный (Пн–Пт, утром занятия, после обеда экскурсии/скалодром/боулинг, есть пробный день), смены с 22 июня по конец августа.
ControlType.Text | Но это STEM на русском
ControlType.Text |  — программирование, наука, не английский. Упоминаю как запасной вариант «куда деть детей днём с пользой», если по языку не сложится.
ControlType.Text |
ControlType.Text | Стоит проверить, но не подтверждено
ControlType.Text |
ControlType.Text |
ControlType.ListItem | INT English Language and Training Centre (Батуми) — языковой центр, активная страница в Facebook; возможно, есть летние программы для детей. Не подтверждено.
ControlType.Text | INT English Language and Training Centre
ControlType.Text |
ControlType.ListItem | S.T / The English Academy (Батуми) — английская школа с детскими курсами; могут делать летние интенсивы. Не подтверждено.
ControlType.Text | S.T / The English Academy
ControlType.Text |
ControlType.ListItem | Progress / Batumi American School — английский лагерь есть, но он с проживанием на Годердзи (горы), не городской. Под твой запрос не подходит.
ControlType.Text | Progress / Batumi American School
ControlType.Text | с проживанием на Годердзи
ControlType.Text |
ControlType.Text |
ControlType.Text | Что я бы сделала на твоём месте
ControlType.Text |
ControlType.Text | Сейчас июнь, смены уже идут, так что не тяну. Самое полезное — параллельно написать в GASB (по поводу носителей и реальных дат) и оставить заявку в «Лидер будущего» (по цене и сменам на июль–август). Хочешь — напишу короткие сообщения обоим на русском/английском, чтобы ты просто отправила?
ControlType.Text |
ControlType.Text | И один честный вопрос для калибровки: тебе важнее
ControlType.Text | именно прокачать английский
ControlType.Text |  (тогда фокус на GASB и языковые центры), или важнее
ControlType.Text | городской дневной формат, куда ребёнок ходит с пользой
ControlType.Text | , а английский — бонусом (тогда «Лидер будущего» и Stemlab проще и гибче)?
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: GASB — Грузино-американская школа Батуми
ControlType.Button | 1781027611368_image.png
ControlType.Image | 1781027611368_image.png
ControlType.Text | GASB — Грузино-американская школа Батуми
Клод, куда мне идти, чтобы посмотреть про летняя английская школа с преподавателями из США?
ControlType.Group | Message actions
ControlType.Text | Jun 9
ControlType.Button | Retry
ControlType.Button | Edit
ControlType.Button | Copy
ControlType.Text | Claude responded: Аня, честно: на сайте нет отдельной страницы про летнюю школу — это была не пункт меню, а новость.
ControlType.Button | Проанализировал навигацию сайта и выявил недостаток информации
ControlType.Text | Проанализировал навигацию сайта и выявил недостаток информации
ControlType.Text | Аня, честно: на сайте нет отдельной страницы про летнюю школу — это была не пункт меню, а
ControlType.Text | новость
ControlType.Text | . Найти её можно так:
ControlType.Text |
ControlType.Text | В блоке
ControlType.Text | NEWS
ControlType.Text |  (внизу, под главным баннером) справа есть ссылка
ControlType.Text | ALL NEWS
ControlType.Text |  — нажми её, и в архиве новостей ищи пост
ControlType.Text | «English language Summer School»
ControlType.Text | . Прямая ссылка на этот пост: gasb.edu.ge/en/news/article/424
ControlType.Text |
ControlType.Text | Но предупреждаю заранее, чтобы ты не потратила время зря: я уже открывала этот пост, и
ControlType.Text | деталей там почти нет
ControlType.Text |  — только общая фраза, что летом работает английская школа с преподавателями из США, и ссылка на регистрацию, которая у меня не открылась.
ControlType.Text | Ни дат, ни возраста, ни цены
ControlType.Text |  на сайте не указано.
ControlType.Text |
ControlType.Text | В меню сверху (ABOUT US / STUDY / ADMISSION / TUITION FEES / SCHOOL LIFE) информации про летнюю школу тоже не будет — это всё про основную учёбу.
ControlType.Text |
ControlType.Text | Поэтому реально работающий путь —
ControlType.Text | написать или позвонить им напрямую
ControlType.Text | :
ControlType.Text |
ControlType.Text |
ControlType.ListItem | info@gasb.edu.ge
ControlType.Hyperlink | info@gasb.edu.ge
ControlType.Text |
ControlType.ListItem | 0422 240002 или +995 577 240004 (работают 09:00–18:00)
ControlType.Text |
ControlType.ListItem | Можно и в Facebook/Instagram — у них активные страницы (@gasbatumi), там часто быстрее отвечают.
ControlType.Text |
ControlType.Text |
ControlType.Text | Хочешь, я прямо сейчас напишу тебе короткое сообщение на английском (и/или русском), которое ты отправишь им на почту или в инстаграм — с вопросами про даты на лето 2026, возраст, формат (дневной?) и цену для двоих детей 9 и 11 лет? Тебе останется только скопировать и отправить.
ControlType.Group | Message actions
ControlType.Button | Copy
ControlType.Button | Read aloud
ControlType.Button | Give positive feedback
ControlType.Button | Give negative feedback
ControlType.Button | Retry
ControlType.Text | You said: Клод, я хочу арендовать квартиру в Батуми на три летних месяца для себя (один взрослый) и детей (Катя и Дима).
ControlType.Text | Клод, я хочу арендовать квартиру в Батуми на три летних месяца для себя (один взрослый) и детей (Катя и Дима).
Нам хотелось бы, чтобы мы жили недалеко от моря, чтобы ходить туда пешком.  Но при этом я хочу, чтобы море было почище, чем в центре (проверь , где в Батуми чисто в море).
Сделай следующее:
1) расскажи мне, когда в Батуми начинается сезон
Когда приезжают основные туристы
